Game Length,Player Movement,Die Rolls,Snakes and Ladders
63,"[0, 14, 18, 42, 46, 52, 34, 38, 39, 44, 50, 53, 34, 38, 42, 47, 67, 70, 91, 75, 81, 84, 85, 86, 24, 26, 29, 33, 34, 35, 36, 42, 47, 67, 91, 92, 97, 79, 82, 88, 92, 94, 75, 77, 81, 83, 84, 88, 73, 77, 83, 86, 88, 91, 73, 74, 79, 84, 88, 90, 92, 75, 77, 100]","[4, 4, 3, 4, 6, 2, 4, 1, 5, 6, 3, 1, 4, 4, 5, 4, 3, 1, 4, 6, 3, 1, 1, 1, 2, 3, 4, 1, 1, 1, 6, 5, 4, 4, 1, 5, 1, 3, 6, 4, 2, 1, 2, 4, 2, 1, 4, 5, 4, 6, 3, 2, 3, 2, 1, 5, 5, 4, 2, 2, 3, 2, 3]",L-4 L-21 S-54 S-54 L-51 L-71 S-95 S-87 L-51 L-71 S-98 S-95 S-93 S-93 S-95 L-80 
61,"[0, 38, 41, 44, 49, 67, 70, 75, 78, 82, 83, 88, 90, 92, 96, 97, 3, 5, 31, 33, 34, 40, 45, 49, 67, 69, 75, 81, 86, 92, 97, 79, 83, 88, 90, 94, 96, 38, 41, 45, 47, 53, 59, 63, 65, 68, 73, 79, 83, 88, 73, 76, 77, 82, 86, 88, 90, 92, 73, 76, 77, 100]","[1, 3, 3, 5, 2, 3, 5, 3, 4, 1, 5, 2, 2, 4, 1, 6, 2, 4, 2, 1, 6, 5, 4, 2, 2, 6, 6, 5, 6, 5, 1, 4, 5, 2, 4, 2, 5, 3, 4, 2, 6, 6, 4, 2, 3, 5, 6, 4, 5, 5, 3, 1, 5, 4, 2, 2, 2, 1, 3, 1, 3]",L-1 L-51 L-9 L-51 S-98 L-1 S-93 S-93 L-80 
139,"[0, 3, 14, 19, 20, 26, 27, 84, 86, 89, 90, 91, 92, 97, 3, 7, 13, 19, 24, 29, 30, 35, 40, 43, 46, 52, 56, 59, 19, 42, 47, 52, 57, 19, 25, 29, 34, 37, 38, 40, 46, 49, 55, 56, 60, 61, 63, 68, 74, 77, 79, 81, 24, 27, 32, 37, 39, 42, 48, 53, 55, 58, 59, 63, 66, 70, 72, 78, 81, 84, 86, 88, 89, 73, 75, 79, 85, 86, 24, 27, 30, 33, 35, 36, 39, 41, 43, 45, 46, 50, 34, 40, 46, 52, 56, 60, 19, 42, 44, 45, 50, 53, 56, 57, 19, 42, 47, 52, 58, 60, 65, 67, 69, 75, 77, 79, 85, 24, 25, 29, 30, 36, 40, 44, 49, 55, 57, 59, 65, 69, 91, 92, 94, 75, 81, 84, 85, 90, 96, 100]","[3, 1, 5, 1, 6, 1, 1, 2, 3, 1, 1, 1, 5, 6, 4, 6, 6, 5, 5, 1, 5, 5, 3, 3, 6, 4, 3, 3, 2, 5, 5, 5, 5, 6, 4, 5, 3, 1, 2, 6, 3, 6, 1, 4, 1, 2, 5, 6, 3, 2, 2, 6, 3, 5, 5, 2, 3, 6, 5, 2, 3, 1, 4, 3, 4, 2, 6, 3, 3, 2, 2, 1, 4, 2, 4, 6, 1, 1, 3, 3, 3, 2, 1, 3, 2, 2, 2, 1, 4, 4, 6, 6, 6, 4, 4, 2, 2, 2, 1, 5, 3, 3, 1, 5, 2, 5, 5, 6, 2, 5, 2, 2, 6, 2, 2, 6, 2, 1, 4, 1, 6, 4, 4, 5, 6, 2, 2, 6, 4, 2, 1, 2, 1, 6, 3, 1, 5, 6, 4]",L-4 L-28 S-62 L-21 S-62 S-87 S-93 S-87 S-54 S-62 L-21 S-62 L-21 S-87 L-71 S-95 
74,"[0, 3, 8, 13, 7, 13, 18, 22, 23, 29, 31, 33, 36, 39, 40, 43, 46, 67, 73, 78, 81, 85, 91, 92, 75, 79, 82, 83, 88, 89, 94, 79, 81, 82, 86, 92, 73, 76, 81, 86, 24, 25, 84, 90, 91, 92, 79, 85, 24, 29, 30, 34, 39, 44, 50, 34, 40, 42, 44, 45, 48, 67, 68, 91, 73, 77, 81, 85, 88, 89, 91, 92, 75, 76, 100]","[3, 5, 5, 4, 6, 5, 4, 1, 6, 2, 2, 3, 3, 1, 3, 3, 5, 6, 5, 3, 4, 6, 1, 3, 4, 3, 1, 5, 1, 5, 4, 2, 1, 4, 6, 1, 3, 5, 5, 1, 1, 3, 6, 1, 1, 6, 6, 2, 5, 1, 4, 5, 5, 6, 4, 6, 2, 2, 1, 3, 3, 1, 3, 2, 4, 4, 4, 3, 1, 2, 1, 3, 1, 4]",S-17 L-51 S-95 S-98 S-93 S-87 L-28 S-98 S-87 S-54 L-51 L-71 S-93 S-95 L-80 
86,"[0, 5, 10, 14, 18, 23, 29, 32, 34, 37, 41, 44, 49, 34, 38, 40, 45, 46, 48, 52, 58, 63, 67, 73, 78, 82, 83, 89, 90, 92, 97, 3, 6, 31, 34, 35, 39, 45, 46, 49, 50, 52, 55, 61, 67, 91, 92, 73, 77, 81, 85, 89, 91, 92, 75, 79, 85, 86, 88, 73, 74, 78, 84, 86, 92, 94, 97, 38, 41, 46, 47, 67, 68, 91, 92, 75, 79, 84, 85, 86, 24, 84, 89, 92, 75, 79, 100]","[5, 5, 4, 4, 5, 6, 3, 2, 3, 4, 3, 5, 5, 4, 2, 5, 1, 2, 4, 6, 5, 4, 6, 5, 4, 1, 6, 1, 2, 5, 6, 3, 3, 3, 1, 4, 6, 1, 3, 1, 2, 3, 6, 6, 4, 1, 1, 4, 4, 4, 4, 2, 1, 3, 4, 6, 1, 2, 5, 1, 4, 6, 2, 6, 2, 3, 4, 3, 5, 1, 4, 1, 3, 1, 3, 4, 5, 1, 1, 1, 4, 5, 3, 3, 4, 1]",S-54 L-9 L-71 S-93 S-95 S-93 L-1 L-51 L-71 S-95 S-87 L-28 S-95 L-80 
59,"[0, 5, 31, 32, 37, 40, 43, 48, 49, 55, 59, 63, 65, 68, 74, 77, 79, 84, 89, 91, 97, 2, 3, 7, 12, 16, 20, 26, 27, 33, 38, 44, 50, 56, 58, 60, 63, 60, 60, 65, 68, 72, 74, 79, 83, 88, 89, 91, 92, 73, 78, 84, 24, 84, 85, 89, 94, 75, 78, 100]","[5, 4, 1, 5, 3, 3, 5, 1, 6, 4, 4, 2, 3, 6, 3, 2, 5, 5, 2, 6, 5, 1, 4, 5, 4, 4, 6, 1, 6, 5, 6, 6, 6, 2, 2, 3, 1, 4, 5, 3, 4, 2, 5, 4, 5, 1, 2, 1, 1, 5, 6, 3, 4, 1, 4, 5, 1, 3, 2]",L-9 S-64 S-64 S-93 S-87 L-28 S-95 L-80 
66,"[0, 38, 39, 45, 67, 69, 91, 75, 79, 81, 84, 24, 27, 31, 36, 42, 43, 49, 34, 39, 44, 47, 48, 34, 36, 38, 43, 45, 47, 52, 57, 58, 60, 66, 69, 75, 79, 81, 84, 86, 89, 92, 96, 38, 42, 45, 49, 53, 59, 63, 66, 68, 73, 78, 84, 85, 89, 90, 73, 79, 82, 83, 89, 73, 74, 79, 100]","[1, 1, 6, 6, 2, 2, 4, 4, 2, 3, 3, 3, 4, 5, 6, 1, 6, 5, 5, 5, 3, 1, 6, 2, 2, 5, 2, 2, 5, 5, 1, 2, 6, 3, 6, 4, 2, 3, 2, 3, 3, 4, 5, 4, 3, 4, 4, 6, 4, 3, 2, 5, 5, 6, 1, 4, 1, 3, 6, 3, 1, 6, 4, 1, 5, 1]",L-1 L-51 L-71 S-95 S-87 S-54 S-54 L-1 S-93 S-93 L-80 
42,"[0, 38, 42, 43, 47, 49, 34, 38, 39, 43, 48, 53, 56, 60, 61, 60, 63, 65, 91, 97, 2, 7, 10, 12, 16, 42, 45, 47, 52, 34, 37, 39, 44, 48, 49, 53, 56, 58, 61, 66, 69, 75, 100]","[1, 4, 1, 4, 2, 5, 4, 1, 4, 5, 5, 3, 4, 1, 3, 3, 2, 6, 6, 5, 5, 3, 2, 4, 5, 3, 2, 5, 2, 3, 2, 5, 4, 1, 4, 3, 2, 3, 5, 3, 6, 5]",L-1 S-54 S-64 L-71 L-21 S-54 L-80 
55,"[0, 14, 7, 11, 16, 18, 19, 25, 26, 30, 32, 35, 37, 40, 41, 43, 48, 34, 38, 42, 45, 47, 53, 56, 58, 59, 61, 63, 65, 70, 76, 81, 86, 24, 27, 33, 38, 42, 46, 50, 53, 34, 39, 44, 48, 50, 52, 53, 56, 59, 65, 69, 72, 76, 79, 100]","[4, 3, 4, 5, 2, 1, 6, 1, 4, 2, 3, 2, 3, 1, 2, 5, 6, 4, 4, 3, 2, 6, 3, 2, 1, 2, 2, 2, 5, 6, 5, 5, 1, 3, 6, 5, 4, 4, 4, 3, 1, 5, 5, 4, 2, 2, 1, 3, 3, 6, 4, 3, 4, 3, 1]",L-4 S-17 S-54 S-87 S-54 L-80 
161,"[0, 38, 44, 45, 49, 53, 59, 65, 67, 70, 73, 78, 82, 85, 24, 25, 26, 31, 34, 40, 45, 49, 53, 57, 60, 60, 60, 63, 60, 63, 66, 67, 70, 91, 73, 78, 84, 89, 94, 75, 76, 77, 83, 89, 92, 73, 78, 84, 85, 90, 94, 96, 2, 3, 6, 12, 16, 18, 23, 24, 29, 34, 38, 41, 46, 47, 49, 34, 35, 36, 41, 46, 48, 53, 56, 19, 23, 84, 90, 94, 75, 77, 81, 86, 24, 29, 35, 36, 38, 40, 46, 67, 72, 77, 79, 85, 91, 92, 75, 77, 81, 82, 88, 73, 77, 81, 86, 91, 96, 79, 81, 24, 29, 33, 35, 36, 40, 46, 48, 67, 68, 73, 79, 84, 88, 90, 75, 78, 82, 86, 90, 94, 75, 77, 82, 85, 88, 91, 97, 99, 2, 8, 14, 18, 24, 29, 32, 38, 40, 43, 47, 53, 57, 63, 60, 65, 69, 73, 75, 78, 79, 100]","[1, 6, 1, 4, 4, 6, 6, 2, 3, 3, 5, 4, 3, 2, 1, 1, 5, 3, 6, 5, 4, 4, 4, 3, 4, 4, 3, 1, 3, 3, 1, 3, 1, 2, 5, 6, 5, 5, 1, 1, 1, 6, 6, 3, 1, 5, 6, 1, 5, 4, 2, 6, 1, 3, 6, 4, 2, 5, 1, 5, 5, 4, 3, 5, 1, 2, 5, 1, 1, 5, 5, 2, 5, 3, 6, 4, 5, 6, 4, 1, 2, 4, 5, 1, 5, 6, 1, 2, 2, 6, 5, 5, 5, 2, 6, 6, 1, 3, 2, 4, 1, 6, 5, 4, 4, 5, 5, 5, 2, 2, 6, 5, 4, 2, 1, 4, 6, 2, 3, 1, 5, 6, 5, 4, 2, 5, 3, 4, 4, 4, 4, 1, 2, 5, 3, 3, 3, 6, 2, 3, 6, 6, 4, 6, 5, 3, 6, 2, 3, 4, 6, 4, 6, 1, 5, 4, 4, 2, 3, 1, 1]",L-1 S-87 S-64 S-64 S-64 L-71 S-93 S-95 S-93 S-54 S-62 L-28 S-95 S-87 L-51 S-95 S-93 S-98 S-87 L-51 S-95 S-95 S-64 L-80 
26,"[0, 2, 8, 13, 19, 23, 25, 31, 35, 37, 41, 44, 48, 53, 57, 59, 61, 60, 61, 63, 66, 68, 69, 72, 73, 79, 100]","[2, 6, 5, 6, 4, 2, 6, 4, 2, 4, 3, 4, 5, 4, 2, 2, 3, 1, 2, 3, 2, 1, 3, 1, 6, 1]",S-64 L-80 
50,"[0, 5, 8, 12, 15, 42, 44, 45, 50, 52, 53, 34, 38, 44, 46, 50, 34, 39, 45, 46, 47, 53, 58, 60, 60, 63, 67, 73, 77, 78, 82, 85, 86, 88, 94, 97, 38, 40, 45, 48, 50, 53, 34, 39, 41, 46, 67, 72, 74, 76, 100]","[5, 3, 4, 3, 6, 2, 1, 5, 2, 1, 1, 4, 6, 2, 4, 4, 5, 6, 1, 1, 6, 5, 2, 4, 3, 4, 6, 4, 1, 4, 3, 1, 2, 6, 3, 4, 2, 5, 3, 2, 3, 1, 5, 2, 5, 5, 5, 2, 2, 4]",L-21 S-54 S-54 S-64 L-1 S-54 L-51 L-80 
17,"[0, 2, 3, 7, 12, 7, 10, 13, 16, 7, 13, 18, 22, 26, 84, 89, 94, 100]","[2, 1, 4, 5, 5, 3, 3, 3, 1, 6, 5, 4, 4, 2, 5, 5, 6]",S-17 S-17 L-28 
16,"[0, 6, 12, 16, 22, 84, 90, 73, 75, 77, 83, 84, 85, 90, 73, 74, 100]","[6, 6, 4, 6, 6, 6, 3, 2, 2, 6, 1, 1, 5, 3, 1, 6]",L-28 S-93 S-93 L-80 
23,"[0, 2, 8, 31, 37, 39, 42, 45, 50, 53, 56, 57, 59, 65, 69, 72, 77, 82, 24, 84, 88, 91, 97, 100]","[2, 6, 1, 6, 2, 3, 3, 5, 3, 3, 1, 2, 6, 4, 3, 5, 5, 5, 4, 4, 3, 6, 3]",L-9 S-87 L-28 
9,"[0, 38, 42, 46, 67, 69, 73, 74, 75, 100]","[1, 4, 4, 5, 2, 4, 1, 1, 5]",L-1 L-51 L-80 
16,"[0, 14, 20, 23, 29, 31, 37, 43, 47, 53, 58, 63, 69, 72, 76, 79, 100]","[4, 6, 3, 6, 2, 6, 6, 4, 6, 5, 5, 6, 3, 4, 3, 1]",L-4 L-80 
59,"[0, 3, 5, 11, 14, 19, 42, 48, 50, 53, 34, 37, 40, 42, 47, 49, 52, 34, 40, 44, 45, 67, 91, 96, 97, 2, 5, 6, 10, 16, 7, 8, 11, 15, 20, 22, 84, 85, 88, 91, 97, 79, 83, 86, 24, 29, 34, 39, 44, 48, 67, 68, 73, 78, 82, 88, 91, 75, 77, 100]","[3, 2, 6, 3, 5, 2, 6, 2, 3, 1, 3, 3, 2, 5, 2, 3, 2, 6, 4, 1, 6, 4, 5, 1, 5, 3, 1, 4, 6, 1, 1, 3, 4, 5, 2, 6, 1, 3, 3, 6, 1, 4, 3, 1, 5, 5, 5, 5, 4, 3, 1, 5, 5, 4, 6, 3, 4, 2, 3]",L-21 S-54 S-54 L-51 L-71 S-17 L-28 S-98 S-87 L-51 S-95 L-80 
34,"[0, 2, 7, 13, 14, 15, 16, 18, 23, 25, 30, 36, 38, 39, 44, 45, 48, 49, 52, 57, 60, 61, 60, 60, 63, 60, 60, 60, 65, 66, 69, 91, 92, 75, 100]","[2, 5, 6, 1, 1, 1, 2, 5, 2, 5, 6, 2, 1, 5, 1, 3, 1, 3, 5, 3, 1, 3, 4, 3, 1, 4, 4, 5, 1, 3, 2, 1, 3, 5]",S-64 S-64 S-64 S-64 S-64 L-71 S-95 L-80 
183,"[0, 5, 31, 35, 40, 45, 67, 72, 76, 82, 86, 24, 26, 30, 32, 34, 37, 41, 44, 48, 52, 53, 34, 37, 41, 42, 45, 48, 67, 70, 75, 76, 79, 85, 24, 27, 33, 35, 40, 41, 43, 46, 49, 67, 73, 79, 81, 86, 92, 94, 96, 79, 82, 88, 92, 75, 79, 82, 83, 89, 90, 91, 92, 94, 75, 81, 85, 90, 91, 73, 78, 84, 24, 25, 31, 36, 41, 46, 49, 52, 34, 38, 40, 43, 49, 53, 56, 19, 22, 24, 29, 33, 37, 43, 47, 52, 57, 59, 19, 23, 27, 29, 31, 33, 34, 39, 45, 67, 70, 91, 96, 79, 85, 24, 29, 32, 34, 37, 40, 45, 47, 50, 52, 56, 19, 24, 84, 89, 73, 77, 81, 86, 24, 30, 36, 42, 44, 48, 50, 55, 61, 63, 69, 73, 78, 79, 81, 86, 89, 91, 73, 75, 76, 77, 79, 82, 84, 89, 91, 92, 79, 81, 84, 90, 92, 94, 96, 2, 6, 7, 10, 16, 18, 23, 24, 29, 33, 38, 44, 45, 67, 91, 96, 100]","[5, 4, 4, 5, 5, 6, 5, 4, 6, 4, 1, 2, 4, 2, 2, 3, 4, 3, 4, 4, 1, 1, 3, 4, 1, 3, 3, 3, 3, 5, 1, 3, 6, 2, 3, 6, 2, 5, 1, 2, 3, 3, 2, 6, 6, 2, 5, 6, 2, 2, 2, 3, 6, 4, 3, 4, 3, 1, 6, 1, 1, 1, 2, 1, 6, 4, 5, 1, 2, 5, 6, 3, 1, 6, 5, 5, 5, 3, 3, 2, 4, 2, 3, 6, 4, 3, 6, 3, 2, 5, 4, 4, 6, 4, 5, 5, 2, 3, 4, 4, 2, 2, 2, 1, 5, 6, 6, 3, 1, 5, 2, 6, 2, 5, 3, 2, 3, 3, 5, 2, 3, 2, 4, 6, 5, 4, 5, 4, 4, 4, 5, 1, 6, 6, 6, 2, 4, 2, 5, 6, 2, 6, 4, 5, 1, 2, 5, 3, 2, 2, 2, 1, 1, 2, 3, 2, 5, 2, 1, 6, 2, 3, 6, 2, 2, 2, 6, 4, 1, 3, 6, 2, 5, 1, 5, 4, 5, 6, 1, 6, 4, 5, 4]",L-9 L-51 S-87 S-54 L-51 S-87 L-51 S-98 S-95 S-95 S-93 S-87 S-54 S-62 S-62 L-51 L-71 S-98 S-87 S-62 L-28 S-93 S-87 S-93 S-98 L-51 L-71 
116,"[0, 5, 7, 11, 12, 7, 11, 12, 15, 18, 24, 26, 30, 33, 38, 40, 45, 49, 52, 55, 56, 61, 67, 70, 72, 77, 79, 81, 24, 25, 26, 31, 33, 38, 43, 47, 53, 56, 19, 24, 25, 31, 37, 42, 44, 49, 50, 56, 19, 24, 25, 27, 33, 36, 38, 42, 43, 47, 48, 34, 36, 41, 43, 46, 67, 73, 74, 77, 83, 85, 24, 29, 31, 37, 40, 46, 49, 52, 53, 56, 19, 20, 23, 24, 27, 29, 35, 37, 40, 44, 49, 55, 57, 61, 19, 22, 27, 32, 36, 37, 39, 41, 47, 50, 52, 56, 59, 60, 61, 63, 67, 68, 91, 73, 76, 79, 100]","[5, 2, 4, 1, 5, 4, 1, 3, 3, 6, 2, 4, 3, 5, 2, 5, 4, 3, 3, 1, 5, 6, 3, 2, 5, 2, 2, 6, 1, 1, 5, 2, 5, 5, 4, 6, 3, 6, 5, 1, 6, 6, 5, 2, 5, 1, 6, 6, 5, 1, 2, 6, 3, 2, 4, 1, 4, 1, 6, 2, 5, 2, 3, 5, 6, 1, 3, 6, 2, 2, 5, 2, 6, 3, 6, 3, 3, 1, 3, 6, 1, 3, 1, 3, 2, 6, 2, 3, 4, 5, 6, 2, 4, 1, 3, 5, 5, 4, 1, 2, 2, 6, 3, 2, 4, 3, 5, 1, 2, 4, 1, 3, 2, 3, 3, 1]",S-17 S-87 S-62 S-62 S-54 L-51 S-87 S-62 S-62 S-64 L-71 S-93 L-80 
45,"[0, 3, 14, 16, 7, 11, 13, 7, 8, 11, 15, 16, 20, 24, 84, 24, 30, 35, 40, 42, 44, 50, 34, 38, 41, 43, 48, 34, 40, 41, 45, 48, 34, 35, 37, 41, 46, 48, 50, 56, 60, 60, 65, 91, 96, 100]","[3, 1, 2, 1, 4, 2, 4, 1, 3, 4, 1, 4, 4, 4, 3, 6, 5, 5, 2, 2, 6, 4, 4, 3, 2, 5, 6, 6, 1, 4, 3, 6, 1, 2, 4, 5, 2, 2, 6, 4, 4, 5, 6, 5, 4]",L-4 S-17 S-17 L-28 S-87 S-54 S-54 S-54 S-64 L-71 
20,"[0, 5, 6, 31, 37, 38, 40, 44, 45, 46, 47, 50, 52, 55, 57, 63, 65, 67, 72, 77, 100]","[5, 1, 3, 6, 1, 2, 4, 1, 1, 1, 3, 2, 3, 2, 6, 2, 2, 5, 5, 3]",L-9 L-80 
117,"[0, 38, 43, 44, 50, 67, 68, 91, 73, 75, 78, 81, 24, 29, 30, 35, 41, 46, 67, 69, 72, 77, 81, 84, 85, 24, 27, 29, 30, 32, 37, 40, 46, 52, 56, 59, 19, 23, 24, 25, 27, 84, 86, 89, 94, 97, 38, 39, 43, 46, 67, 73, 77, 78, 81, 24, 25, 30, 33, 39, 41, 47, 67, 73, 77, 83, 86, 92, 97, 79, 84, 88, 94, 96, 99, 2, 6, 10, 13, 18, 24, 27, 32, 35, 38, 42, 45, 67, 72, 75, 77, 79, 85, 24, 26, 31, 35, 41, 42, 48, 49, 53, 57, 19, 20, 42, 45, 67, 69, 72, 76, 77, 83, 88, 73, 74, 79, 100]","[1, 5, 1, 6, 1, 1, 3, 2, 2, 3, 3, 6, 5, 1, 5, 6, 5, 5, 2, 3, 5, 4, 3, 1, 2, 3, 2, 1, 2, 5, 3, 6, 6, 4, 3, 3, 4, 1, 1, 2, 1, 2, 3, 5, 3, 4, 1, 4, 3, 5, 6, 4, 1, 3, 6, 1, 5, 3, 6, 2, 6, 4, 6, 4, 6, 3, 6, 5, 1, 5, 4, 6, 2, 3, 3, 4, 4, 3, 5, 6, 3, 5, 3, 3, 4, 3, 6, 5, 3, 2, 2, 6, 2, 2, 5, 4, 6, 1, 6, 1, 4, 4, 5, 1, 1, 3, 6, 2, 3, 4, 1, 6, 5, 5, 1, 5, 1]",L-1 L-51 L-71 S-93 S-87 L-51 S-87 S-62 L-28 L-1 L-51 S-87 L-51 S-98 L-51 S-87 S-62 L-21 L-51 S-93 L-80 
16,"[0, 6, 31, 35, 41, 43, 48, 53, 56, 60, 60, 65, 66, 69, 72, 76, 100]","[6, 3, 4, 6, 2, 5, 5, 3, 4, 4, 5, 1, 3, 3, 4, 4]",L-9 S-64 L-80 
27,"[0, 14, 7, 13, 16, 19, 42, 47, 50, 52, 57, 59, 19, 22, 25, 27, 84, 88, 91, 73, 74, 76, 82, 83, 85, 91, 96, 100]","[4, 3, 6, 3, 3, 2, 5, 3, 2, 5, 2, 3, 3, 3, 2, 1, 4, 3, 2, 1, 2, 6, 1, 2, 6, 5, 4]",L-4 S-17 L-21 S-62 L-28 S-93 
41,"[0, 14, 16, 18, 23, 27, 84, 24, 84, 24, 29, 34, 37, 38, 44, 47, 50, 52, 34, 35, 38, 40, 44, 45, 49, 53, 58, 61, 63, 69, 70, 91, 73, 74, 77, 81, 85, 89, 75, 78, 79, 100]","[4, 2, 2, 5, 4, 1, 3, 4, 3, 5, 5, 3, 1, 6, 3, 3, 2, 2, 1, 3, 2, 4, 1, 4, 4, 5, 3, 2, 6, 1, 1, 2, 1, 3, 4, 4, 4, 6, 3, 1, 1]",L-4 L-28 S-87 L-28 S-87 S-54 L-71 S-93 S-95 L-80 
108,"[0, 38, 41, 46, 49, 50, 55, 59, 61, 63, 68, 74, 75, 79, 81, 24, 30, 34, 37, 39, 45, 49, 50, 67, 69, 72, 74, 77, 83, 24, 84, 90, 75, 77, 83, 85, 89, 90, 73, 76, 82, 88, 90, 92, 94, 75, 78, 84, 88, 90, 73, 74, 76, 77, 83, 84, 90, 96, 97, 3, 5, 6, 31, 33, 35, 40, 43, 48, 53, 55, 57, 61, 67, 68, 70, 73, 74, 75, 79, 81, 83, 89, 73, 77, 82, 88, 94, 75, 79, 83, 86, 89, 91, 94, 75, 79, 84, 24, 27, 33, 35, 38, 39, 44, 46, 67, 73, 79, 100]","[1, 3, 5, 3, 1, 5, 4, 2, 2, 5, 6, 1, 4, 2, 6, 6, 4, 3, 2, 6, 4, 1, 1, 2, 3, 2, 3, 6, 4, 4, 6, 5, 2, 6, 2, 4, 1, 3, 3, 6, 6, 2, 2, 2, 1, 3, 6, 4, 2, 3, 1, 2, 1, 6, 1, 6, 6, 1, 6, 2, 1, 3, 2, 2, 5, 3, 5, 5, 2, 2, 4, 6, 1, 2, 3, 1, 1, 4, 2, 2, 6, 4, 4, 5, 6, 6, 1, 4, 4, 3, 3, 2, 3, 1, 4, 5, 3, 3, 6, 2, 3, 1, 5, 2, 5, 6, 6, 1]",L-1 S-87 L-51 S-87 L-28 S-95 S-93 S-95 S-93 L-9 S-93 S-95 S-95 S-87 L-51 L-80 
21,"[0, 2, 7, 13, 15, 16, 22, 25, 30, 34, 37, 40, 44, 50, 56, 60, 63, 65, 68, 69, 75, 100]","[2, 5, 6, 2, 1, 6, 3, 5, 4, 3, 3, 4, 6, 6, 4, 3, 2, 3, 1, 6, 5]",L-80 
21,"[0, 2, 7, 8, 31, 35, 36, 38, 42, 48, 50, 52, 56, 61, 60, 61, 63, 65, 67, 73, 75, 100]","[2, 5, 1, 1, 4, 1, 2, 4, 6, 2, 2, 4, 5, 3, 1, 2, 2, 2, 6, 2, 5]",L-9 S-64 L-80 
124,"[0, 6, 7, 11, 15, 18, 23, 27, 30, 32, 37, 39, 45, 47, 67, 72, 73, 75, 81, 83, 89, 73, 74, 77, 82, 84, 24, 29, 32, 38, 41, 46, 48, 49, 55, 56, 57, 58, 19, 24, 30, 36, 38, 44, 47, 49, 53, 56, 61, 67, 68, 73, 79, 81, 86, 91, 92, 73, 75, 79, 81, 86, 88, 90, 96, 99, 5, 8, 10, 13, 14, 15, 7, 10, 15, 18, 23, 25, 29, 30, 33, 36, 40, 44, 47, 48, 49, 34, 37, 41, 47, 48, 49, 50, 55, 61, 19, 22, 24, 29, 32, 35, 38, 42, 46, 47, 52, 55, 61, 60, 63, 66, 68, 74, 77, 82, 24, 84, 88, 89, 92, 73, 74, 79, 100]","[6, 1, 4, 4, 3, 5, 4, 3, 2, 5, 2, 6, 2, 4, 5, 1, 2, 6, 2, 6, 4, 1, 3, 5, 2, 3, 5, 3, 6, 3, 5, 2, 1, 6, 1, 1, 1, 4, 5, 6, 6, 2, 6, 3, 2, 4, 3, 5, 6, 1, 5, 6, 2, 5, 5, 1, 1, 2, 4, 2, 5, 2, 2, 6, 3, 6, 3, 2, 3, 1, 1, 2, 3, 5, 3, 5, 2, 4, 1, 3, 3, 4, 4, 3, 1, 1, 5, 3, 4, 6, 1, 1, 1, 5, 6, 1, 3, 2, 5, 3, 3, 3, 4, 4, 1, 5, 3, 6, 3, 3, 3, 2, 6, 3, 5, 5, 4, 4, 1, 3, 1, 1, 5, 1]",L-51 S-93 S-87 S-62 S-93 S-17 S-54 S-62 S-64 S-87 L-28 S-93 L-80 
50,"[0, 5, 7, 8, 10, 16, 7, 13, 14, 18, 22, 26, 31, 35, 36, 39, 41, 46, 67, 91, 92, 94, 99, 5, 8, 13, 19, 23, 24, 30, 34, 36, 38, 40, 41, 44, 48, 49, 67, 68, 73, 78, 81, 83, 24, 84, 90, 73, 75, 78, 100]","[5, 2, 1, 2, 6, 1, 6, 1, 4, 4, 4, 5, 4, 1, 3, 2, 5, 5, 4, 1, 2, 5, 6, 3, 5, 6, 4, 1, 6, 4, 2, 2, 2, 1, 3, 4, 1, 2, 1, 5, 5, 3, 2, 4, 4, 6, 3, 2, 3, 2]",S-17 L-51 L-71 L-51 S-87 L-28 S-93 L-80 
14,"[0, 2, 6, 11, 7, 11, 12, 15, 20, 22, 27, 84, 89, 75, 100]","[2, 4, 5, 6, 4, 1, 3, 5, 2, 5, 1, 5, 6, 5]",S-17 L-28 S-95 L-80 
17,"[0, 3, 7, 12, 15, 7, 31, 37, 42, 44, 48, 50, 67, 72, 73, 74, 77, 100]","[3, 4, 5, 3, 2, 2, 6, 5, 2, 4, 2, 1, 5, 1, 1, 3, 3]",S-17 L-9 L-51 L-80 
74,"[0, 2, 14, 16, 20, 24, 30, 33, 36, 39, 42, 43, 47, 52, 53, 58, 63, 65, 67, 91, 73, 77, 82, 24, 30, 32, 33, 38, 42, 48, 53, 58, 19, 23, 84, 86, 90, 73, 78, 81, 24, 25, 29, 33, 36, 40, 44, 45, 46, 49, 67, 68, 72, 78, 84, 24, 29, 31, 33, 35, 38, 41, 44, 50, 52, 53, 56, 61, 65, 66, 91, 73, 75, 77, 100]","[2, 2, 2, 4, 4, 6, 3, 3, 3, 3, 1, 4, 5, 1, 5, 5, 2, 2, 4, 2, 4, 5, 5, 6, 2, 1, 5, 4, 6, 5, 5, 4, 4, 5, 2, 4, 3, 5, 3, 6, 1, 4, 4, 3, 4, 4, 1, 1, 3, 2, 1, 4, 6, 6, 3, 5, 2, 2, 2, 3, 3, 3, 6, 2, 1, 3, 5, 4, 1, 5, 2, 2, 2, 3]",L-4 L-71 S-93 S-87 S-62 L-28 S-93 S-87 L-51 S-87 L-71 S-93 L-80 
